ancestry,taxon_id,count
48460/47170/47169/492000/50814/47380/47379/68311,1126225,340
48460/47170/47169/492000/50814/47380/55974/1131187,1131188,167
48460/47170/47169/492000/50814/1094814/47167/785516/64013/203670,1134741,303
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/361640,1135358,188
48460/47170/47169/492000/50814/57519/57518/179097,1145488,2319
48460/47170/47169/492000/50814/52526/52527/52528,1148466,134
48460/47170/47169/492000/50814/57519/1149644/179075,1149663,865
48460/47170/47169/492000/50814/48341/54167/353538,1150978,295
48460/47170/47169/492000/50814/57519/57518/506095,1156177,167
48460/47170/47169/492000/50814/47380/118075/334034,1159218,846
48460/47170/47169/492000/50814/1094814/47167/785517/48768/1179669,1179671,124
48460/47170/47169/492000/50814/1094814/47167/785517/56310/1179953,1179954,4561
48460/47170/47169/416490/69967/69968/1151319/129295/375285,1187227,552
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,1192659,105
48460/47170/47169/492000/50814/47350/335993/335994,1195407,295
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/332503/1227179,1199034,266
48460/47170/47169/492000/50814/47380/55974/959236,1228460,157
48460/47170/47169/492000/50814/1094814/47167/785516/55931/895036,1238700,6560
48460/47170/47169/492000/50814/47380/47379/1239300,1239304,746
48460/47170/47169/492000/50814/1094814/47167/785516/374790,1239845,659
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,1247035,318
48460/47170/47169/492000/50814/47380/974712/1248673,1248679,1221
48460/47170/47169/492000/50814/47380/118075/202424,1255707,120
48460/47170/47169/492000/50814/1094814/48427/48702/63482,1271693,739
48460/47170/47169/492000/50814/48341/55878/328318,1272435,149
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275338,217
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275339,218
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275348,572
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275360,606
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275361,818
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275363,189
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,1275365,342
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/542909,1280949,932
48460/47170/47169/492000/50814/57519/57518/202468,1285982,124
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,1288764,523
48460/47170/47169/492000/50814/1094814/48427/48702/495791,1348168,1065
48460/47170/47169/492000/50814/1094814/47167/785517/47394/119985,1348477,109
48460/47170/47169/492000/50814/48341/48340/353211/1105689/1105782,1349125,118
48460/47170/47169/492000/50814/1094814/47167/785516/416511/451344,1366835,197
48460/47170/47169/492000/50814/1094814/47167/785516/55920/83577/1367787,1367786,2545
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679/1366601,1368276,138
